Date,Median_Price
20-12-2024,4700
20-12-2024,4800
20-12-2024,4800
20-12-2024,4800
20-12-2024,700
20-12-2024,700
20-12-2024,900
20-12-2024,800
21-12-2024,1000
21-12-2024,1200
21-12-2024,1500
21-12-2024,1500
21-12-2024,2000
21-12-2024,2400
21-12-2024,3400
21-12-2024,3400
21-12-2024,3500
21-12-2024,3500
21-12-2024,3800
21-12-2024,3500
21-12-2024,3800
21-12-2024,3800
21-12-2024,3800
21-12-2024,4400
22-12-2024,4500
22-12-2024,4700
22-12-2024,4700
22-12-2024,4800
22-12-2024,4800
22-12-2024,600
22-12-2024,600
22-12-2024,600
22-12-2024,600
22-12-2024,600
23-12-2024,600
23-12-2024,600
23-12-2024,600
23-12-2024,600
23-12-2024,700
23-12-2024,700
23-12-2024,700
23-12-2024,1000
23-12-2024,800
23-12-2024,800
23-12-2024,900
23-12-2024,1000
23-12-2024,1000
23-12-2024,1000
23-12-2024,1200
23-12-2024,1200
23-12-2024,1200
23-12-2024,1200
24-12-2024,1400
24-12-2024,1500
24-12-2024,1400
24-12-2024,1400
24-12-2024,1400
24-12-2024,1400
24-12-2024,1400
24-12-2024,1500
24-12-2024,1500
24-12-2024,1500
24-12-2024,1500
24-12-2024,1500
24-12-2024,1600
24-12-2024,1600
24-12-2024,1700
24-12-2024,2000
24-12-2024,2400
24-12-2024,2500
24-12-2024,2600
25-12-2024,2600
25-12-2024,2600
25-12-2024,2700
25-12-2024,2800
25-12-2024,2800
25-12-2024,3000
25-12-2024,3000
25-12-2024,3000
25-12-2024,3000
25-12-2024,3000
25-12-2024,3000
26-12-2024,3000
26-12-2024,3000
26-12-2024,3200
26-12-2024,3200
26-12-2024,3200
26-12-2024,3200
26-12-2024,3200
26-12-2024,3200
26-12-2024,3400
26-12-2024,3000
26-12-2024,3200
26-12-2024,3500
26-12-2024,3500
26-12-2024,3400
26-12-2024,3500
26-12-2024,3500
27-12-2024,3500
27-12-2024,3500
27-12-2024,3500
27-12-2024,3500
27-12-2024,3800
27-12-2024,3500
27-12-2024,3600
27-12-2024,3600
27-12-2024,3700
27-12-2024,3700
27-12-2024,4000
27-12-2024,4000
27-12-2024,4000
27-12-2024,4000
27-12-2024,4000
27-12-2024,3800
28-12-2024,3800
28-12-2024,3800
28-12-2024,4000
28-12-2024,4000
28-12-2024,4000
28-12-2024,4000
28-12-2024,4000
28-12-2024,4000
28-12-2024,4200
28-12-2024,4000
28-12-2024,4000
28-12-2024,4200
29-12-2024,4200
29-12-2024,4200
29-12-2024,4200
29-12-2024,4400
29-12-2024,4500
29-12-2024,4500
29-12-2024,4500
29-12-2024,4500
29-12-2024,4500
30-12-2024,4500
30-12-2024,4500
30-12-2024,4600
30-12-2024,4600
30-12-2024,4500
30-12-2024,4800
30-12-2024,4800
30-12-2024,700
30-12-2024,800
30-12-2024,800
30-12-2024,1000
30-12-2024,1200
30-12-2024,1400
30-12-2024,1500
30-12-2024,1800
30-12-2024,2200
30-12-2024,2600
31-12-2024,3000
31-12-2024,3000
31-12-2024,3000
31-12-2024,3500
31-12-2024,3800
31-12-2024,3800
